ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Cluster
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN	GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN	2/31	17/16462	0.000458598255524895	0.0132195931918698	0.00841637988400379	ATP6V1A/ATP6V1H	2	10
GOMF_INSULIN_RECEPTOR_BINDING	GOMF_INSULIN_RECEPTOR_BINDING	2/31	17/16462	0.000458598255524895	0.0132195931918698	0.00841637988400379	SNX4/SNX1	2	10
GOMF_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	3/31	84/16462	0.000519622499691593	0.0141398538037528	0.00900227256538042	ATP6V0A1/ATP6V1A/ATP6V1H	3	10
GOMF_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2/31	19/16462	0.000575268243372182	0.0141398538037528	0.00900227256538042	SLC2A3/SLC2A14	2	10
GOMF_VITAMIN_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_VITAMIN_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2/31	19/16462	0.000575268243372182	0.0141398538037528	0.00900227256538042	SLC2A3/SLC2A14	2	10
GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI	GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI	3/31	87/16462	0.000575831150379072	0.0141398538037528	0.00900227256538042	SNX32/SNX5/SNX1	3	10
GOBP_POSITIVE_REGULATION_OF_VACUOLE_ORGANIZATION	GOBP_POSITIVE_REGULATION_OF_VACUOLE_ORGANIZATION	2/31	20/16462	0.000638437471926043	0.0151172872816774	0.0096245648963287	SNX30/SNX4	2	10
GOBP_VACUOLAR_ACIDIFICATION	GOBP_VACUOLAR_ACIDIFICATION	2/31	21/16462	0.000704814116351073	0.0161135089358883	0.0102588188986127	ATP6V0A1/ATP6V1H	2	10
GOBP_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	GOBP_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	3/31	96/16462	0.000767375345125977	0.0169589951272841	0.010797105733176	ATP6V0A1/SNX5/ATP6V1H	3	10
GOMF_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_BINDING	GOMF_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_BINDING	2/31	23/16462	0.000847143609155551	0.0178681299405904	0.0113759150689478	SNX4/SNX1	2	10
GOBP_AUTOPHAGOSOME_ORGANIZATION	GOBP_AUTOPHAGOSOME_ORGANIZATION	3/31	100/16462	0.000864045497627933	0.0178681299405904	0.0113759150689478	STX12/SNX30/SNX4	3	10
GOBP_CARBOHYDRATE_TRANSPORT	GOBP_CARBOHYDRATE_TRANSPORT	3/31	101/16462	0.000889363933694547	0.0178681299405904	0.0113759150689478	INSR/SLC2A3/SLC2A14	3	10
GOBP_VITAMIN_TRANSPORT	GOBP_VITAMIN_TRANSPORT	2/31	25/16462	0.0010021649300723	0.0195422161364099	0.0124417379863465	SLC2A3/SLC2A14	2	10
GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE	GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE	2/31	26/16462	0.00108440647014876	0.020541756848818	0.0130781050986362	SEMA5B/SLIT1	2	10
GOBP_PH_REDUCTION	GOBP_PH_REDUCTION	2/31	33/16462	0.00174734912018803	0.0315245401328757	0.020070398655685	ATP6V0A1/ATP6V1H	2	10
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	2/31	34/16462	0.00185438471369857	0.0315245401328757	0.020070398655685	INSR/TF	2	10
GOCC_FICOLIN_1_RICH_GRANULE_MEMBRANE	GOCC_FICOLIN_1_RICH_GRANULE_MEMBRANE	2/31	34/16462	0.00185438471369857	0.0315245401328757	0.020070398655685	SLC2A3/ATP6V0A1	2	10
GOMF_ATPASE_COUPLED_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_ATPASE_COUPLED_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2/31	34/16462	0.00185438471369857	0.0315245401328757	0.020070398655685	ATP6V1A/ATP6V1H	2	10
GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE	GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE	2/31	35/16462	0.00196446913669276	0.0325610759406824	0.0207303190477315	SEMA5B/SLIT1	2	10
GOBP_NEGATIVE_CHEMOTAXIS	GOBP_NEGATIVE_CHEMOTAXIS	2/31	41/16462	0.00268838095103828	0.0434727204914725	0.0276773214528546	SEMA5B/SLIT1	2	10
GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION	GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION	2/31	42/16462	0.00281949770910003	0.0434727204914725	0.0276773214528546	SEMA5B/SLIT1	2	10
GOCC_SNARE_COMPLEX	GOCC_SNARE_COMPLEX	2/31	42/16462	0.00281949770910003	0.0434727204914725	0.0276773214528546	STX12/SNX4	2	10
GOBP_CELLULAR_IRON_ION_HOMEOSTASIS	GOBP_CELLULAR_IRON_ION_HOMEOSTASIS	2/31	43/16462	0.00295357521841106	0.044505008404694	0.0283345373823645	TF/ATP6V1A	2	10
GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS	GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS	2/31	45/16462	0.00323056899119251	0.0475970498035696	0.0303031149817122	SEMA5B/SLIT1	2	10
GOBP_REGULATION_OF_VACUOLE_ORGANIZATION	GOBP_REGULATION_OF_VACUOLE_ORGANIZATION	2/31	47/16462	0.0035192755518187	0.0507234715403434	0.032293581150556	SNX30/SNX4	2	10
GOCC_INTERMEDIATE_FILAMENT	GOCC_INTERMEDIATE_FILAMENT	2/31	48/16462	0.00366799415121445	0.0517421302607486	0.0329421199246808	KRTAP1-1/KRTAP13-2	2	10
GOBP_VESICLE_DOCKING	GOBP_VESICLE_DOCKING	2/31	52/16462	0.00429172036406665	0.0592793875286706	0.0377407865348843	STX12/SCFD2	2	10
GOBP_VACUOLAR_LOCALIZATION	GOBP_VACUOLAR_LOCALIZATION	2/31	54/16462	0.00462074524865422	0.0621374905848252	0.0395604250607524	SNX4/ARL8B	2	10
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS	GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS	3/31	181/16462	0.00468608526280733	0.0621374905848252	0.0395604250607524	INSR/TF/SNX1	3	10
GOBP_IRON_ION_HOMEOSTASIS	GOBP_IRON_ION_HOMEOSTASIS	2/31	57/16462	0.00513549639043307	0.0667614530756299	0.0425043148103954	TF/ATP6V1A	2	10
GOBP_REGULATION_OF_CELLULAR_PH	GOBP_REGULATION_OF_CELLULAR_PH	2/31	59/16462	0.0054926836256545	0.0693899244364949	0.0441777561308795	ATP6V0A1/ATP6V1H	2	10
GOBP_EXOCYTIC_PROCESS	GOBP_EXOCYTIC_PROCESS	2/31	61/16462	0.00586098909267529	0.0693899244364949	0.0441777561308795	SCFD2/SNX4	2	10
GOBP_NEGATIVE_REGULATION_OF_AXONOGENESIS	GOBP_NEGATIVE_REGULATION_OF_AXONOGENESIS	2/31	61/16462	0.00586098909267529	0.0693899244364949	0.0441777561308795	SEMA5B/SLIT1	2	10
GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY	GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY	2/31	61/16462	0.00586098909267529	0.0693899244364949	0.0441777561308795	SNX30/SNX4	2	10
GOBP_VASCULAR_TRANSPORT	GOBP_VASCULAR_TRANSPORT	2/31	61/16462	0.00586098909267529	0.0693899244364949	0.0441777561308795	INSR/SLC2A3	2	10
GOBP_REGULATION_OF_PH	GOBP_REGULATION_OF_PH	2/31	63/16462	0.00624032961240717	0.072584886544315	0.0462118591795988	ATP6V0A1/ATP6V1H	2	10
GOMF_MYOSIN_V_BINDING	GOMF_MYOSIN_V_BINDING	5/29	14/16462	2.33557986322388e-11	9.24889625836658e-09	5.18744580147621e-09	RAB6A/RAB6B/RAB3D/RAB3C/RAB3B	5	11
GOCC_EXOCYTIC_VESICLE	GOCC_EXOCYTIC_VESICLE	8/29	188/16462	8.7136131802485e-10	1.18019961610727e-07	6.6194077352109e-08	APBA1/RAB6A/RAB3D/RAB12/RAB8B/RAB3C/SV2A/RAB3B	8	11
GOBP_EXOCYTIC_PROCESS	GOBP_EXOCYTIC_PROCESS	6/29	61/16462	8.94090618263084e-10	1.18019961610727e-07	6.6194077352109e-08	RAB3D/RAB12/RAB8B/RAB3C/SV2A/RAB3B	6	11
GOBP_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS	GOBP_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS	5/29	34/16462	3.16817779885338e-09	3.13649602086485e-07	1.75917240936333e-07	RAB3D/RAB12/RAB8B/RAB3C/RAB3B	5	11
GOMF_GTPASE_ACTIVITY	GOMF_GTPASE_ACTIVITY	8/29	263/16462	1.2250708798645e-08	9.70256136852687e-07	5.44189380318759e-07	RAB6A/RAB6B/RAB3D/RAB12/RAB8B/RAB3C/RAB9B/RAB3B	8	11
GOBP_VESICLE_DOCKING	GOBP_VESICLE_DOCKING	5/29	52/16462	2.89502595183253e-08	1.80615784845842e-06	1.0130231420115e-06	RAB3D/RAB12/RAB8B/RAB3C/RAB3B	5	11
GOMF_MYOSIN_BINDING	GOMF_MYOSIN_BINDING	5/29	53/16462	3.19270326747701e-08	1.80615784845842e-06	1.0130231420115e-06	RAB6A/RAB6B/RAB3D/RAB3C/RAB3B	5	11
GOBP_RAB_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_RAB_PROTEIN_SIGNAL_TRANSDUCTION	4/29	21/16462	4.55205843787891e-08	2.25326892675006e-06	1.26379517156901e-06	GDI1/RAB12/MADD/RAB9B	4	11
GOBP_MEMBRANE_DOCKING	GOBP_MEMBRANE_DOCKING	5/29	75/16462	1.86947533889682e-07	8.22569149114602e-06	4.61355902347637e-06	RAB3D/RAB12/RAB8B/RAB3C/RAB3B	5	11
GOBP_REGULATION_OF_EXOCYTOSIS	GOBP_REGULATION_OF_EXOCYTOSIS	6/29	156/16462	2.60885285712916e-07	1.03310573142315e-05	5.79439950372897e-06	APBA1/RAB3D/RAB12/RAB8B/RAB3C/RAB3B	6	11
GOBP_EXOCYTOSIS	GOBP_EXOCYTOSIS	7/29	267/16462	3.13966065064476e-07	1.13027783423211e-05	6.33941050034492e-06	APBA1/RAB3D/RAB12/RAB8B/RAB3C/SV2A/RAB3B	7	11
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION	4/29	56/16462	2.67713455624888e-06	8.83454403562129e-05	4.95504729270625e-05	RAB6A/RAB8B/RAB3C/RAB3B	4	11
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	6/29	237/16462	3.00856867396715e-06	9.16456303762301e-05	5.14014566969286e-05	RAB3D/RAB12/MYO5A/RAB8B/RAB3C/RAB3B	6	11
GOMF_GDP_BINDING	GOMF_GDP_BINDING	4/29	61/16462	3.78068615154167e-06	0.000106939408286464	5.99793066146836e-05	RAB12/RAB8B/RAB9B/RAB3B	4	11
GOBP_GOLGI_VESICLE_TRANSPORT	GOBP_GOLGI_VESICLE_TRANSPORT	6/29	272/16462	6.64550620046304e-06	0.000175441363692224	9.84001268980844e-05	RAB6A/RAB6B/SEC23IP/MYO5A/RAB8B/RABIF	6	11
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	6/29	285/16462	8.67906724395192e-06	0.00021480691428781	0.000120479157136438	RAB3D/RAB12/MYO5A/RAB8B/RAB3C/RAB3B	6	11
GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI	GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI	4/29	87/16462	1.56241392640581e-05	0.000363950538151001	0.000204129621344661	RAB6A/RAB6B/ERC1/RAB9B	4	11
GOBP_ENDOSOMAL_TRANSPORT	GOBP_ENDOSOMAL_TRANSPORT	5/29	207/16462	2.78204940006594e-05	0.000612050868014506	0.000343282118955504	RAB6A/RAB6B/VPS16/ERC1/RAB9B	5	11
GOMF_PROTEIN_GERANYLGERANYLTRANSFERASE_ACTIVITY	GOMF_PROTEIN_GERANYLGERANYLTRANSFERASE_ACTIVITY	2/29	5/16462	2.98670126713559e-05	0.00062249142199247	0.000349137932058509	RABGGTB/RABGGTA	2	11
GOCC_INTRINSIC_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	GOCC_INTRINSIC_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	3/29	36/16462	3.374955188057e-05	0.000668241127235287	0.000374797655094752	RAB3C/SV2A/RAB3B	3	11
GOBP_PROTEIN_GERANYLGERANYLATION	GOBP_PROTEIN_GERANYLGERANYLATION	2/29	6/16462	4.47515403722804e-05	0.000843886189877287	0.000473312031005071	RABGGTB/RABGGTA	2	11
GOMF_PROTEIN_PRENYLTRANSFERASE_ACTIVITY	GOMF_PROTEIN_PRENYLTRANSFERASE_ACTIVITY	2/29	7/16462	6.2583667664343e-05	0.00112650601795817	0.000631825544362506	RABGGTB/RABGGTA	2	11
GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION	GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION	5/29	251/16462	6.97091028249839e-05	0.00120020890081277	0.000673163418584513	RAB3D/RAB12/RAB8B/RAB3C/RAB3B	5	11
GOCC_INSULIN_RESPONSIVE_COMPARTMENT	GOCC_INSULIN_RESPONSIVE_COMPARTMENT	2/29	8/16462	8.33536799207803e-05	0.00137533571869287	0.00077138712558266	RAB12/MYO5A	2	11
GOMF_GTPASE_BINDING	GOMF_GTPASE_BINDING	5/29	265/16462	9.0084956371107e-05	0.00142694570891834	0.000800333717654888	GDI1/MYO5A/RABGGTB/ERC1/RABGGTA	5	11
GOBP_GAMMA_AMINOBUTYRIC_ACID_SECRETION	GOBP_GAMMA_AMINOBUTYRIC_ACID_SECRETION	2/29	9/16462	0.0001070518855737	0.00163048256489174	0.000914491816034441	APBA1/SV2A	2	11
GOBP_CYTOSOLIC_TRANSPORT	GOBP_CYTOSOLIC_TRANSPORT	4/29	158/16462	0.000160918322553672	0.00215416378070995	0.0012082098823227	RAB6A/RAB6B/ERC1/RAB9B	4	11
GOCC_RECYCLING_ENDOSOME	GOCC_RECYCLING_ENDOSOME	4/29	158/16462	0.000160918322553672	0.00215416378070995	0.0012082098823227	RAB12/MYO5A/RAB8B/VPS16	4	11
GOBP_PRENYLATION	GOBP_PRENYLATION	2/29	11/16462	0.00016319422581136	0.00215416378070995	0.0012082098823227	RABGGTB/RABGGTA	2	11
GOCC_ANCHORED_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	GOCC_ANCHORED_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	2/29	11/16462	0.00016319422581136	0.00215416378070995	0.0012082098823227	RAB3C/RAB3B	2	11
GOCC_TRANSPORT_VESICLE_MEMBRANE	GOCC_TRANSPORT_VESICLE_MEMBRANE	4/29	162/16462	0.000177149000425492	0.00226293561833854	0.00126921694702135	SEC23IP/RAB3C/SV2A/RAB3B	4	11
GOBP_GAMMA_AMINOBUTYRIC_ACID_TRANSPORT	GOBP_GAMMA_AMINOBUTYRIC_ACID_TRANSPORT	2/29	12/16462	0.000195619092134351	0.00239400631097655	0.00134273081237653	APBA1/SV2A	2	11
GOCC_PRESYNAPTIC_ACTIVE_ZONE	GOCC_PRESYNAPTIC_ACTIVE_ZONE	3/29	65/16462	0.000199500525914713	0.00239400631097655	0.00134273081237653	APBA1/ERC1/SV2A	3	11
GOMF_PRENYLTRANSFERASE_ACTIVITY	GOMF_PRENYLTRANSFERASE_ACTIVITY	2/29	17/16462	0.000400897077403724	0.0046692718427022	0.00261886326105838	RABGGTB/RABGGTA	2	11
GOMF_GTP_DEPENDENT_PROTEIN_BINDING	GOMF_GTP_DEPENDENT_PROTEIN_BINDING	2/29	19/16462	0.000502968827728595	0.00554584194520487	0.00311050677947429	RAB3D/RAB3C	2	11
GOCC_SYNAPTIC_VESICLE_MEMBRANE	GOCC_SYNAPTIC_VESICLE_MEMBRANE	3/29	89/16462	0.000504167449564079	0.00554584194520487	0.00311050677947429	RAB3C/SV2A/RAB3B	3	11
GOMF_INTRAMOLECULAR_TRANSFERASE_ACTIVITY	GOMF_INTRAMOLECULAR_TRANSFERASE_ACTIVITY	2/29	24/16462	0.000807387930624431	0.00864123298722364	0.00484662456221209	PMM1/PUS10	2	11
GOBP_ACID_SECRETION	GOBP_ACID_SECRETION	2/29	25/16462	0.000876637813212088	0.00913548879031545	0.00512383874204296	APBA1/SV2A	2	11
GOCC_MICROBODY	GOCC_MICROBODY	3/29	121/16462	0.00123104966797086	0.0124998889363195	0.00701083616577198	PXMP2/MYO5A/RAB8B	3	11
GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION	4/29	273/16462	0.00126753180198713	0.0125485648396726	0.0070381371110338	GDI1/RAB12/MADD/RAB9B	4	11
GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT	GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT	2/29	31/16462	0.00134991824489158	0.0130382347555382	0.00731277919568993	RAB6A/RAB6B	2	11
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	3/29	151/16462	0.0023208042379384	0.0218818685291335	0.012272924666792	RAB12/MYO5A/RAB8B	3	11
GOBP_PEPTIDYL_CYSTEINE_MODIFICATION	GOBP_PEPTIDYL_CYSTEINE_MODIFICATION	2/29	42/16462	0.00246971595717909	0.0227443609079749	0.0127566723859189	RAB6A/RAB3D	2	11
GOBP_NEUROTRANSMITTER_TRANSPORT	GOBP_NEUROTRANSMITTER_TRANSPORT	3/29	166/16462	0.00303484924702814	0.0267763923572784	0.0150181254316474	APBA1/SV2A/RAB3B	3	11
GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS	GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS	3/29	169/16462	0.00319210850370649	0.0267763923572784	0.0150181254316474	APBA1/SV2A/RAB3B	3	11
GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM	GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM	2/29	48/16462	0.0032144971350399	0.0267763923572784	0.0150181254316474	RAB6A/RAB6B	2	11
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS	GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_ALKYL_OR_ARYL_OTHER_THAN_METHYL_GROUPS	2/29	48/16462	0.0032144971350399	0.0267763923572784	0.0150181254316474	RABGGTB/RABGGTA	2	11
GOBP_REGULATED_EXOCYTOSIS	GOBP_REGULATED_EXOCYTOSIS	3/29	170/16462	0.00324562331603375	0.0267763923572784	0.0150181254316474	APBA1/RAB3D/SV2A	3	11
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	3/29	172/16462	0.00335430678344492	0.0271082752294733	0.0152042692010071	APBA1/SV2A/RAB3B	3	11
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	3/29	176/16462	0.00357834065430927	0.0283404579821294	0.0158953658538791	APBA1/RAB6A/MYO5A	3	11
GOCC_PHAGOCYTIC_VESICLE_MEMBRANE	GOCC_PHAGOCYTIC_VESICLE_MEMBRANE	2/29	53/16462	0.00390560027789881	0.0303258374519202	0.0170089093629855	RAB8B/RAB9B	2	11
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT	GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT	2/29	55/16462	0.00419970895962593	0.0316882329030578	0.01777303865642	RAB12/VPS16	2	11
GOCC_SECRETORY_GRANULE_MEMBRANE	GOCC_SECRETORY_GRANULE_MEMBRANE	3/29	187/16462	0.00424110187843956	0.0316882329030578	0.01777303865642	RAB6A/RAB3D/RAB9B	3	11
GOBP_RESPONSE_TO_INSULIN	GOBP_RESPONSE_TO_INSULIN	3/29	189/16462	0.00436908431809533	0.0320399516660324	0.0179703078190666	RAB12/MYO5A/RAB8B	3	11
GOCC_MICROBODY_MEMBRANE	GOCC_MICROBODY_MEMBRANE	2/29	61/16462	0.00514170793343892	0.0370202971207602	0.0207636435206816	PXMP2/RAB8B	2	11
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS	3/29	202/16462	0.00525844427329347	0.0371847130754324	0.0208558598057316	RAB12/MYO5A/RAB8B	3	11
GOCC_LATE_ENDOSOME	GOCC_LATE_ENDOSOME	3/29	213/16462	0.00609051465247335	0.0423130491645517	0.0237321992921861	MYO5A/VPS16/RAB9B	3	11
GOCC_COATED_VESICLE	GOCC_COATED_VESICLE	3/29	216/16462	0.00633036439231838	0.0426330190173722	0.0239116613840126	SEC23IP/RAB8B/VPS16	3	11
GOBP_AMINE_TRANSPORT	GOBP_AMINE_TRANSPORT	2/29	68/16462	0.00635188919703272	0.0426330190173722	0.0239116613840126	SV2A/RAB3B	2	11
GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	2/29	80/16462	0.00869705220640298	0.051120386395297	0.0286719870531836	APBA1/RAB3B	2	11
GOBP_MINUS_END_DIRECTED_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	GOBP_MINUS_END_DIRECTED_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	1/29	5/16462	0.00877824816888939	0.051120386395297	0.0286719870531836	RAB6A	1	11
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	1/29	5/16462	0.00877824816888939	0.051120386395297	0.0286719870531836	GDI1	1	11
GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_UPTAKE	GOBP_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_UPTAKE	1/29	5/16462	0.00877824816888939	0.051120386395297	0.0286719870531836	RAB3B	1	11
GOBP_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	1/29	5/16462	0.00877824816888939	0.051120386395297	0.0286719870531836	NECAB2	1	11
GOCC_CELL_POLE	GOCC_CELL_POLE	1/29	5/16462	0.00877824816888939	0.051120386395297	0.0286719870531836	RAB8B	1	11
GOMF_ADENOSINE_RECEPTOR_BINDING	GOMF_ADENOSINE_RECEPTOR_BINDING	1/29	5/16462	0.00877824816888939	0.051120386395297	0.0286719870531836	NECAB2	1	11
GOMF_HYALURONONGLUCOSAMINIDASE_ACTIVITY	GOMF_HYALURONONGLUCOSAMINIDASE_ACTIVITY	1/29	5/16462	0.00877824816888939	0.051120386395297	0.0286719870531836	CEMIP2	1	11
GOMF_STRUCTURAL_CONSTITUENT_OF_PRESYNAPTIC_ACTIVE_ZONE	GOMF_STRUCTURAL_CONSTITUENT_OF_PRESYNAPTIC_ACTIVE_ZONE	1/29	5/16462	0.00877824816888939	0.051120386395297	0.0286719870531836	ERC1	1	11
GOCC_RECYCLING_ENDOSOME_MEMBRANE	GOCC_RECYCLING_ENDOSOME_MEMBRANE	2/29	81/16462	0.00890755028586758	0.0511215929449791	0.0286726637729681	RAB12/RAB8B	2	11
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE	GOBP_CELLULAR_RESPONSE_TO_PEPTIDE	3/29	247/16462	0.00914295858610564	0.0514552988624535	0.0288598300371549	RAB12/MYO5A/RAB8B	3	11
GOCC_ANCHORED_COMPONENT_OF_MEMBRANE	GOCC_ANCHORED_COMPONENT_OF_MEMBRANE	2/29	83/16462	0.00933537814163598	0.0514552988624535	0.0288598300371549	RAB3C/RAB3B	2	11
GOBP_DETECTION_OF_OTHER_ORGANISM	GOBP_DETECTION_OF_OTHER_ORGANISM	1/29	6/16462	0.0105249474945928	0.0514552988624535	0.0288598300371549	SSC5D	1	11
GOBP_GDP_MANNOSE_METABOLIC_PROCESS	GOBP_GDP_MANNOSE_METABOLIC_PROCESS	1/29	6/16462	0.0105249474945928	0.0514552988624535	0.0288598300371549	PMM1	1	11
GOBP_HYALURONAN_CATABOLIC_PROCESS	GOBP_HYALURONAN_CATABOLIC_PROCESS	1/29	6/16462	0.0105249474945928	0.0514552988624535	0.0288598300371549	CEMIP2	1	11
GOBP_MAINTENANCE_OF_PRESYNAPTIC_ACTIVE_ZONE_STRUCTURE	GOBP_MAINTENANCE_OF_PRESYNAPTIC_ACTIVE_ZONE_STRUCTURE	1/29	6/16462	0.0105249474945928	0.0514552988624535	0.0288598300371549	ERC1	1	11
GOBP_PROTEIN_IMPORT_INTO_PEROXISOME_MEMBRANE	GOBP_PROTEIN_IMPORT_INTO_PEROXISOME_MEMBRANE	1/29	6/16462	0.0105249474945928	0.0514552988624535	0.0288598300371549	RAB8B	1	11
GOBP_REGULATION_OF_DOPAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION	GOBP_REGULATION_OF_DOPAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION	1/29	6/16462	0.0105249474945928	0.0514552988624535	0.0288598300371549	RAB3B	1	11
GOBP_REGULATION_OF_GAMMA_AMINOBUTYRIC_ACID_SECRETION	GOBP_REGULATION_OF_GAMMA_AMINOBUTYRIC_ACID_SECRETION	1/29	6/16462	0.0105249474945928	0.0514552988624535	0.0288598300371549	SV2A	1	11
GOBP_TRNA_PSEUDOURIDINE_SYNTHESIS	GOBP_TRNA_PSEUDOURIDINE_SYNTHESIS	1/29	6/16462	0.0105249474945928	0.0514552988624535	0.0288598300371549	PUS10	1	11
GOMF_TPR_DOMAIN_BINDING	GOMF_TPR_DOMAIN_BINDING	1/29	6/16462	0.0105249474945928	0.0514552988624535	0.0288598300371549	RAB8B	1	11
GOMF_TYPE_5_METABOTROPIC_GLUTAMATE_RECEPTOR_BINDING	GOMF_TYPE_5_METABOTROPIC_GLUTAMATE_RECEPTOR_BINDING	1/29	6/16462	0.0105249474945928	0.0514552988624535	0.0288598300371549	NECAB2	1	11
GOCC_PHAGOCYTIC_VESICLE	GOCC_PHAGOCYTIC_VESICLE	2/29	93/16462	0.0116090570156138	0.0555518519254047	0.0311574714414152	RAB8B/RAB9B	2	11
